pid	DOB	status	status_date	sex
2139	1955-11-09	dead	1962-06-05	F
2140	1987-11-04	dead	1995-10-10	M
2141	1998-03-12	dead	1967-04-20	F
2142	2001-10-10	dead	1971-07-23	M
2143	1971-06-22	dead	1991-10-28	F
2145	1957-03-24	dead	1964-01-10	F
2146	1946-01-29	alive	2016-12-31	M
2147	1955-01-13	dead	2014-03-23	F
2148	1942-07-01	dead	2000-09-12	M
2149	1985-06-09	dead	1964-06-16	F
2150	1966-07-16	dead	2004-05-26	M
2151	1996-01-01	dead	1992-04-14	F
2152	1949-04-17	dead	1999-01-09	M
2153	1944-07-01	alive	2016-12-31	F
2154	1972-10-04	dead	1993-11-16	M
2155	2007-06-24	dead	1990-02-02	F
2156	1944-03-17	dead	1975-05-23	M
2157	1980-05-27	alive	2016-12-31	F
2158	1958-10-19	dead	1993-12-08	M
2159	1985-12-08	alive	2016-12-31	F
2160	2009-04-24	dead	1985-05-16	M
2161	2007-02-24	alive	2016-12-31	F
2162	1969-02-27	dead	1997-05-04	M
2163	1985-03-11	dead	1986-06-20	F
2164	1990-09-27	dead	1987-10-02	M
2166	1942-06-15	alive	2016-12-31	M
2167	1991-12-12	dead	1995-11-05	F
2168	1987-08-29	dead	1978-03-12	M
2169	1971-07-07	dead	2006-11-07	F
2170	1982-07-26	dead	2004-03-21	M
2171	1970-11-17	dead	1973-05-24	F
2172	2001-12-24	dead	2004-02-07	M
2173	1952-11-08	dead	1999-04-18	F
2174	1940-10-29	dead	1986-06-04	M
2175	1950-05-13	alive	2016-12-31	F
2176	1967-12-02	alive	2016-12-31	M
2177	1968-02-26	dead	1967-11-22	F
2178	1997-10-19	alive	2016-12-31	M
2179	1951-04-23	dead	1969-10-08	F
2180	1983-12-07	dead	1996-02-15	M
2181	1954-09-12	alive	2016-12-31	F
2182	1971-05-11	dead	1962-08-10	M
2183	2009-09-22	alive	2016-12-31	F
2184	1956-08-12	dead	1994-10-12	M
2185	2003-06-14	dead	1960-11-19	F
2186	1968-01-05	dead	1997-01-31	M
2187	1942-08-20	dead	2013-02-16	F
2188	1999-01-26	dead	2014-02-21	M
2189	1985-06-01	dead	1979-07-09	F
2191	1988-03-01	dead	1999-06-30	F
2192	1946-06-28	dead	1965-03-26	M
2193	1997-05-10	dead	2006-10-02	F
2194	1975-12-31	dead	2014-12-10	M
2195	1980-03-17	dead	1994-12-23	F
2196	2007-10-08	dead	1998-01-29	M
2197	1975-10-03	dead	1965-06-28	F
2198	1969-01-27	dead	1984-12-12	M
2199	1976-10-30	dead	1996-01-14	F
2200	1986-09-24	dead	2004-02-25	M
2202	1964-07-25	alive	2016-12-31	M
2203	1995-11-22	dead	1961-10-30	F
2204	2005-10-06	dead	1970-09-16	M
2205	1964-06-18	dead	1989-07-20	F
2206	1986-03-05	dead	1998-10-26	M
2207	1991-09-11	dead	1991-01-30	F
2208	1986-03-23	alive	2016-12-31	M
2209	2007-02-02	dead	2005-12-04	F
2210	1961-10-29	dead	1960-12-29	M
2211	2006-03-13	dead	1969-03-04	F
2212	1975-03-29	dead	1981-01-25	M
2213	1975-06-29	dead	1964-01-17	F
2214	1988-12-15	dead	1966-04-08	M
2215	1964-10-01	dead	1978-07-24	F
2216	1975-02-22	dead	2006-02-09	M
2217	1967-06-02	dead	1979-03-03	F
2218	1959-05-02	dead	1974-04-12	M
2219	1968-09-04	dead	1971-02-23	F
2220	1984-02-01	alive	2016-12-31	M
2221	1958-07-06	dead	1988-08-16	F
2222	2003-05-15	dead	1991-05-25	M
2223	1962-11-28	dead	1960-07-22	F
2224	1994-05-22	dead	1981-04-20	M
2225	1988-11-06	alive	2016-12-31	F
2226	2002-02-03	alive	2016-12-31	M
2227	1945-07-06	alive	2016-12-31	F
2229	1969-08-14	dead	1976-01-04	F
2230	1976-12-30	dead	1981-05-25	M
2231	2005-04-10	dead	2006-02-04	F
2232	1992-04-16	dead	1990-10-06	M
2233	1946-07-31	dead	1986-09-28	F
2234	1969-12-21	dead	2015-03-04	M
2235	1948-04-21	alive	2016-12-31	F
2236	1990-09-24	dead	2001-08-13	M
2237	1993-11-02	dead	1979-12-23	F
2238	1989-03-28	alive	2016-12-31	M
2239	1996-12-12	dead	2006-01-23	F
2240	1980-07-14	dead	1982-08-18	M
2241	1969-06-17	dead	1968-06-26	F
2242	1954-11-30	dead	1961-12-18	M
2243	1960-10-10	dead	2012-08-22	F
2244	1998-07-12	dead	1967-04-25	M
2245	1971-03-24	dead	1980-07-15	F
2246	2004-02-27	dead	2012-10-18	M
2247	1993-08-24	dead	1989-12-16	F
2248	1999-11-22	alive	2016-12-31	M
2249	1997-06-10	dead	1978-03-28	F
2250	1976-01-07	alive	2016-12-31	M
2251	1984-10-29	dead	1996-06-21	F
2252	1947-10-29	dead	1982-08-22	M
2253	1997-10-15	alive	2016-12-31	F
2254	1967-12-30	alive	2016-12-31	M
2255	1941-12-02	dead	1963-08-16	F
2256	1990-09-28	dead	2013-03-16	M
2257	1992-09-17	alive	2016-12-31	F
2258	1954-01-15	dead	1989-05-18	M
2259	2000-11-24	dead	1974-09-04	F
2260	2002-11-14	dead	1978-02-08	M
2261	1996-12-21	dead	1985-04-04	F
2262	2006-06-25	dead	1998-12-02	M
2263	1980-07-13	dead	1995-09-03	F
2264	1996-12-09	alive	2016-12-31	M
2265	1948-05-13	dead	2003-09-28	F
2267	1987-09-27	alive	2016-12-31	F
2268	1984-04-29	dead	1966-10-08	M
2269	2006-11-25	dead	1973-09-05	F
2271	1949-11-23	dead	1960-04-05	F
2272	1991-11-28	dead	1970-07-27	M
2273	1967-01-25	dead	1995-12-30	F
2274	2001-07-17	dead	1972-06-11	M
2275	2005-02-09	dead	2005-11-08	F
2276	1998-03-10	alive	2016-12-31	M
2277	1978-02-19	dead	1992-03-29	F
2278	2004-07-19	dead	2008-12-18	M
2279	1998-09-08	alive	2016-12-31	F
2280	1995-11-28	dead	2007-06-03	M
2281	1957-09-27	dead	2001-10-17	F
2282	1943-07-23	dead	1972-09-03	M
2283	1988-12-24	dead	2011-04-21	F
2284	1969-05-19	dead	1979-10-05	M
2285	1994-08-13	dead	1967-03-09	F
2286	1967-12-26	alive	2016-12-31	M
2287	2009-06-06	dead	1993-12-02	F
2288	1968-09-01	dead	1961-07-01	M
2289	2009-11-22	dead	1981-12-26	F
2290	2004-01-02	alive	2016-12-31	M
2291	1978-07-12	alive	2016-12-31	F
2292	1979-09-18	dead	1982-09-20	M
2293	1971-02-18	dead	1996-07-20	F
2294	1984-12-02	dead	2002-02-10	M
2295	1996-01-09	dead	1963-12-20	F
2296	1990-02-22	dead	1981-12-25	M
2297	1960-05-02	dead	2008-10-14	F
2298	2002-02-08	alive	2016-12-31	M
2299	1992-08-29	dead	1988-02-26	F
2300	1963-09-23	dead	1962-08-09	M
2301	1961-01-31	dead	1982-02-22	F
2302	1971-04-13	alive	2016-12-31	M
2303	1940-12-02	dead	1996-02-17	F
2304	1959-03-26	alive	2016-12-31	M
2305	2001-09-28	alive	2016-12-31	F
2306	1968-03-24	dead	1988-09-07	M
2307	1974-04-01	dead	1995-07-06	F
2308	1983-01-14	dead	1963-08-13	M
2309	1993-01-23	dead	1984-01-23	F
2310	1961-04-07	dead	2011-01-11	M
2311	1973-02-24	dead	1989-10-19	F
2312	1970-12-13	dead	1991-06-24	M
2313	1995-08-26	dead	1995-07-11	F
2314	1966-09-13	dead	1994-04-25	M
2315	2001-02-05	alive	2016-12-31	F
2316	1975-06-01	alive	2016-12-31	M
2317	1986-12-15	dead	1994-01-25	F
2318	1942-09-23	dead	2016-01-22	M
2319	1953-06-05	dead	2010-10-15	F
2320	1983-04-28	dead	1973-02-19	M
2321	1989-08-07	dead	2004-03-05	F
2322	1987-07-19	dead	1965-05-31	M
2323	1995-01-24	alive	2016-12-31	F
2324	1996-01-11	dead	2001-05-03	M
2325	1943-10-12	dead	1978-03-22	F
2326	1986-02-24	dead	1988-02-20	M
2327	1999-08-22	dead	2008-07-05	F
2328	1982-03-13	dead	1967-05-20	M
2329	1981-06-07	alive	2016-12-31	F
2330	2008-08-01	dead	1961-01-04	M
2331	1994-12-31	dead	1972-01-31	F
2332	1987-04-21	alive	2016-12-31	M
2333	1995-11-14	dead	1964-07-13	F
2334	1944-03-27	dead	2014-03-13	M
2335	1965-07-18	alive	2016-12-31	F
2336	1977-06-16	dead	2012-03-26	M
2337	1953-09-04	dead	1987-11-13	F
2338	1994-01-20	dead	2014-07-22	M
2339	1998-11-04	dead	2001-12-05	F
2340	2004-11-15	alive	2016-12-31	M
2341	1982-11-15	dead	1977-12-01	F
2342	1988-02-12	alive	2016-12-31	M
2343	1984-07-23	dead	1997-01-13	F
2344	1984-05-15	dead	1979-09-19	M
2345	1955-04-02	dead	2016-07-31	F
2346	1972-03-12	alive	2016-12-31	M
2347	1995-04-17	alive	2016-12-31	F
2348	2003-12-25	alive	2016-12-31	M
2349	1972-08-05	dead	1969-02-24	F
2350	1986-12-23	dead	1970-01-26	M
2351	1979-04-30	dead	1981-10-17	F
2352	1942-09-02	dead	1996-09-19	M
2353	1943-05-07	dead	1966-12-14	F
2354	1987-07-28	dead	1990-12-10	M
2355	1957-07-26	dead	1996-06-14	F
2356	1992-04-27	dead	1977-01-27	M
2357	1967-05-11	dead	1963-08-29	F
2358	1968-03-31	dead	2007-09-14	M
2359	1954-04-22	dead	1988-01-12	F
2360	1979-04-25	dead	1988-04-16	M
2361	2007-11-28	dead	1996-09-20	F
2362	1988-12-04	dead	1977-03-02	M
2363	1955-06-12	dead	1998-09-14	F
2364	1961-08-28	dead	1991-08-26	M
2365	1985-10-17	dead	2001-02-19	F
2366	2006-02-09	dead	1965-01-02	M
2367	1946-11-27	alive	2016-12-31	F
2368	1999-07-30	dead	1975-10-13	M
2369	1969-11-05	dead	1984-07-07	F
2370	1970-01-31	dead	2005-11-16	M
2371	1978-03-01	dead	1976-02-07	F
2372	1981-02-17	dead	1986-07-14	M
2373	1985-11-15	dead	2013-01-01	F
2374	2008-11-21	alive	2016-12-31	M
2375	1961-07-20	dead	1993-05-27	F
2376	1951-11-21	dead	1984-10-01	M
2377	2003-06-28	dead	1971-12-16	F
2378	1992-10-29	dead	1985-02-01	M
2379	1956-12-21	dead	1990-02-22	F
2380	1962-07-14	dead	1967-08-30	M
2381	1978-06-12	dead	1975-09-11	F
2382	1993-01-04	dead	1975-02-13	M
2383	1994-03-20	alive	2016-12-31	F
2384	2006-03-04	dead	1993-05-18	M
2386	1960-10-20	dead	1994-09-14	M
2387	2004-10-03	alive	2016-12-31	F
2388	2003-09-26	dead	1983-05-07	M
2389	1985-05-12	alive	2016-12-31	F
2390	1976-01-14	dead	2003-12-09	M
2391	1959-08-21	dead	2000-12-27	F
2392	1997-01-31	dead	2007-08-13	M
2393	1943-03-04	dead	1967-02-02	F
2394	1946-06-08	dead	1971-04-02	M
2395	1989-11-01	dead	1986-02-27	F
2396	1953-01-23	alive	2016-12-31	M
2397	1995-03-17	dead	2009-04-27	F
2398	1997-07-07	dead	1994-04-08	M
2399	1991-12-23	dead	1987-02-21	F
2400	1992-02-26	dead	1977-01-04	M
2401	1958-12-14	dead	1994-08-27	F
2402	1982-07-23	dead	1977-12-11	M
2403	1955-08-21	alive	2016-12-31	F
2404	1972-06-03	dead	1969-05-31	M
2405	1988-10-17	dead	1969-09-04	F
2406	1988-10-15	dead	1983-10-18	M
2407	1944-01-05	dead	1991-11-16	F
2408	1986-10-12	dead	1978-04-07	M
2409	1942-04-22	dead	1966-02-01	F
2410	2007-01-15	dead	1990-08-28	M
2411	1958-06-18	dead	1979-10-12	F
2412	1972-01-20	dead	1961-06-21	M
2413	1979-08-30	dead	2016-02-23	F
2414	1983-01-07	dead	2012-06-29	M
2415	1958-02-22	dead	2004-06-28	F
2416	1959-09-08	alive	2016-12-31	M
2417	1940-06-10	dead	1962-09-30	F
2418	2006-08-19	alive	2016-12-31	M
2420	1985-03-30	dead	1967-06-19	M
2421	1952-02-27	dead	1998-03-22	F
2422	2007-01-13	dead	1997-12-20	M
2423	1994-02-19	dead	2007-07-09	F
2424	1995-12-06	dead	1970-05-25	M
2425	1940-10-17	dead	1960-03-06	F
2426	1956-03-22	dead	1963-04-23	M
2428	1997-09-01	dead	1995-01-18	M
2429	1948-05-26	alive	2016-12-31	F
2430	1977-03-04	dead	1962-12-18	M
2431	1955-03-03	dead	1976-04-10	F
2432	2006-02-06	dead	1975-06-15	M
2433	1944-02-20	dead	1965-08-30	F
2434	1957-09-20	dead	1973-06-07	M
2435	1946-03-19	dead	1995-06-07	F
2436	1946-05-22	dead	1961-09-11	M
2437	2007-04-19	alive	2016-12-31	F
2438	1968-04-02	dead	2011-05-13	M
2439	1990-02-24	dead	2014-07-19	F
2440	1998-12-21	dead	1994-01-24	M
2441	1987-08-07	dead	2007-09-06	F
2442	2006-03-16	dead	1988-11-10	M
2443	1949-09-13	dead	1970-07-24	F
2444	1958-05-14	dead	2009-04-10	M
2445	2002-03-17	dead	1989-02-28	F
2446	1966-08-18	alive	2016-12-31	M
2447	2008-02-14	dead	1992-11-01	F
2448	1981-08-31	dead	1977-06-20	M
2449	1942-05-31	dead	1979-01-06	F
2450	2003-12-27	dead	1987-09-30	M
2452	1989-03-24	dead	1998-06-11	M
2453	1957-01-10	dead	1983-04-24	F
2454	1966-04-07	dead	1999-08-15	M
2455	2000-12-07	dead	2005-06-11	F
2456	1983-01-30	dead	1996-12-19	M
2457	1952-11-19	dead	1966-12-31	F
2458	1972-04-08	dead	1960-11-28	M
2459	1984-11-30	alive	2016-12-31	F
2460	1984-12-21	dead	1961-11-13	M
2461	1992-02-16	dead	1985-01-26	F
2462	1996-11-02	dead	1978-07-16	M
2463	1956-06-23	dead	2004-07-05	F
2464	2006-10-09	dead	2015-09-14	M
2465	1940-05-01	dead	1967-09-15	F
2466	2009-11-29	dead	1965-05-21	M
2467	1942-03-09	dead	1962-07-02	F
2468	1948-09-09	dead	1972-09-28	M
2469	1985-05-07	dead	1998-09-16	F
2470	1946-03-04	dead	1998-02-08	M
2471	1945-08-07	dead	2015-09-12	F
2472	2008-07-09	dead	1975-03-30	M
2473	1994-03-28	dead	1972-08-04	F
2474	1962-01-31	dead	1964-11-16	M
2475	1974-02-14	dead	2003-03-18	F
2476	1994-09-19	dead	1962-06-11	M
2477	1948-07-08	dead	1984-12-03	F
2478	2001-03-11	dead	1993-08-04	M
2479	1998-04-25	dead	2005-04-21	F
2480	1948-09-05	dead	2016-07-16	M
2481	1972-03-02	dead	2010-11-29	F
2482	1977-05-01	dead	1973-12-28	M
2483	1955-12-14	alive	2016-12-31	F
2484	1994-06-29	dead	1997-10-22	M
2485	1943-11-07	dead	1986-09-20	F
2486	1947-08-16	dead	1967-06-17	M
2487	1967-01-07	dead	1987-10-28	F
2488	1960-06-09	dead	1977-08-09	M
2489	1959-12-31	dead	1996-05-15	F
2490	1991-04-14	dead	2002-01-13	M
2491	1964-09-18	dead	2011-12-28	F
2492	1966-02-25	dead	1983-04-18	M
2493	1949-12-16	dead	2002-06-18	F
2494	1991-02-18	dead	1966-03-18	M
2495	2007-03-31	dead	1977-02-18	F
2496	1964-12-27	dead	1996-12-03	M
2497	1956-04-05	dead	1985-06-24	F
2498	2008-01-14	dead	2002-04-01	M
2499	2009-12-24	dead	2013-05-01	F
2500	1989-07-27	alive	2016-12-31	M
2501	1944-11-10	dead	2012-05-15	F
2502	1965-12-10	dead	1990-04-05	M
2503	1965-03-13	alive	2016-12-31	F
2504	1986-03-11	dead	2016-08-03	M
2505	1950-03-17	alive	2016-12-31	F
2506	1970-07-15	dead	1992-05-15	M
2507	1968-07-17	dead	1982-09-18	F
2508	1973-02-02	dead	2009-08-16	M
2509	1942-02-27	alive	2016-12-31	F
2510	1957-12-16	dead	1963-12-15	M
2511	2008-03-25	dead	1996-10-20	F
2512	2005-12-12	dead	1975-04-10	M
2513	1944-06-05	dead	2008-03-19	F
2514	1953-11-10	dead	1960-06-05	M
2515	1943-12-13	dead	1999-02-05	F
2516	1942-10-13	alive	2016-12-31	M
2517	1987-07-02	dead	1978-12-06	F
2518	1971-01-22	dead	1966-07-21	M
2519	1951-11-26	dead	1961-10-22	F
2520	1970-09-14	alive	2016-12-31	M
2521	1989-11-25	dead	2003-04-15	F
2522	1965-01-22	dead	1977-04-02	M
2523	1955-08-07	dead	1973-04-20	F
2524	2000-02-11	dead	1982-05-24	M
2525	1955-06-01	dead	1990-09-19	F
2526	1970-05-14	dead	2013-04-02	M
2527	2002-09-12	dead	1971-03-18	F
2528	1973-03-05	alive	2016-12-31	M
2529	1997-02-15	dead	1962-08-20	F
2530	1980-01-18	dead	1963-12-27	M
2531	1991-09-04	dead	2000-09-09	F
2532	1973-11-28	alive	2016-12-31	M
2533	1951-12-09	dead	1975-07-09	F
2534	1953-12-29	dead	1987-12-27	M
2535	1952-06-25	dead	1980-06-04	F
2536	1997-10-04	dead	2004-08-14	M
2537	1958-09-07	alive	2016-12-31	F
2538	1955-06-02	alive	2016-12-31	M
2539	1995-06-05	dead	1986-12-22	F
2540	2007-05-06	dead	1961-07-07	M
2541	1965-09-05	dead	2001-09-22	F
2542	1941-01-07	dead	2009-02-27	M
2543	1956-05-31	dead	2000-02-14	F
2544	1951-03-29	dead	1966-07-23	M
2545	1950-11-24	dead	2005-12-07	F
2546	1976-01-30	alive	2016-12-31	M
2547	1940-02-26	dead	1978-08-13	F
2548	1987-05-01	dead	1974-10-15	M
2549	1972-06-11	alive	2016-12-31	F
2550	2004-10-08	dead	1997-04-05	M
2551	1970-04-26	dead	1991-08-22	F
2552	1955-07-27	dead	2010-12-27	M
2554	1992-09-07	dead	2005-12-11	M
2555	1978-01-28	alive	2016-12-31	F
2556	1970-12-29	dead	1966-10-20	M
2557	1988-09-27	alive	2016-12-31	F
2558	2007-04-05	dead	1993-03-09	M
2559	1962-10-23	dead	1993-10-13	F
2560	1955-07-31	alive	2016-12-31	M
2561	1946-06-10	dead	1985-07-06	F
2562	2005-09-22	dead	1964-10-29	M
2563	2002-01-15	alive	2016-12-31	F
2564	1944-06-26	alive	2016-12-31	M
2565	1994-08-04	dead	2000-07-08	F
2566	1999-11-13	dead	1985-11-16	M
2567	1996-02-15	alive	2016-12-31	F
2568	2003-07-14	dead	2012-04-22	M
2569	2009-09-13	dead	1969-05-11	F
2570	1957-04-03	dead	2010-03-13	M
2571	1968-09-13	dead	1991-01-18	F
2572	1967-04-12	dead	2016-03-31	M
2573	1972-07-02	dead	2009-05-04	F
2574	1952-09-25	dead	1999-10-22	M
2575	1965-01-13	dead	1969-03-22	F
2576	1993-11-13	dead	2002-08-24	M
2577	1947-10-23	dead	2016-08-21	F
2578	1982-09-22	dead	1984-07-11	M
2579	1943-03-01	dead	1972-02-24	F
2580	1967-05-26	dead	1968-12-13	M
2581	1945-02-23	dead	2005-02-04	F
2582	1941-04-23	dead	1979-06-24	M
2584	2004-04-19	dead	1989-02-06	M
2585	2001-03-20	alive	2016-12-31	F
2586	1987-08-11	dead	1973-01-12	M
2587	2006-08-03	dead	2011-07-16	F
2588	2007-12-02	alive	2016-12-31	M
2589	1984-01-28	dead	1977-08-17	F
2590	1952-08-05	dead	2015-01-14	M
2591	1951-08-28	dead	1972-05-21	F
2592	1971-04-24	dead	1971-08-11	M
2593	1945-12-31	dead	1986-01-26	F
2595	1979-11-16	dead	1993-01-06	F
2596	1976-04-02	dead	1988-09-21	M
2598	1998-03-05	dead	2013-04-25	M
2599	2006-10-25	dead	1997-11-05	F
2600	1942-06-20	alive	2016-12-31	M
2601	1955-02-04	alive	2016-12-31	F
2602	1957-02-17	dead	1997-01-30	M
2603	1967-06-06	dead	2007-11-17	F
2604	2009-10-26	dead	1997-09-22	M
2605	1957-09-13	alive	2016-12-31	F
2606	1977-09-18	dead	1962-09-18	M
2607	1993-10-06	alive	2016-12-31	F
2608	1986-11-29	dead	1976-05-07	M
2609	1966-03-04	dead	1980-05-19	F
2610	2006-08-20	alive	2016-12-31	M
2611	1948-08-02	alive	2016-12-31	F
2612	1969-01-26	alive	2016-12-31	M
2613	1978-08-31	dead	1976-07-05	F
2614	1955-12-08	dead	2016-04-13	M
2615	1960-10-28	dead	2008-08-23	F
2616	1970-07-28	alive	2016-12-31	M
2617	1944-08-31	dead	1981-06-02	F
2618	1997-07-22	dead	1990-05-11	M
2619	1991-05-11	dead	1991-12-30	F
2620	2005-06-19	dead	1992-04-11	M
2621	2002-02-27	alive	2016-12-31	F
2622	1987-02-11	dead	1973-04-13	M
2623	1943-02-21	alive	2016-12-31	F
2624	1953-01-08	dead	1981-07-12	M
2625	1949-06-30	alive	2016-12-31	F
2626	1968-04-14	dead	1976-02-06	M
2627	1942-04-03	alive	2016-12-31	F
2628	2005-08-17	dead	2007-01-25	M
2629	1977-10-27	dead	2013-06-18	F
2630	1990-02-19	dead	1972-10-06	M
2631	1969-04-10	dead	1966-07-16	F
2632	1954-03-18	dead	1970-11-13	M
2633	2007-10-14	dead	2015-10-13	F
2634	1993-05-26	alive	2016-12-31	M
2635	1972-02-17	dead	1982-12-12	F
2636	1977-10-28	alive	2016-12-31	M
2637	2001-01-08	dead	2007-09-01	F
2638	1962-06-09	dead	1961-02-16	M
2639	1960-02-20	alive	2016-12-31	F
2640	1987-09-25	dead	2004-02-18	M
2641	1976-02-26	alive	2016-12-31	F
2642	1974-01-07	dead	1975-08-17	M
2643	1998-01-01	dead	1963-01-16	F
2644	1967-11-07	dead	1993-07-29	M
2645	2000-03-12	dead	1988-08-28	F
2647	1952-11-11	dead	2001-11-15	F
2648	1956-04-29	dead	1993-08-31	M
2649	1951-01-24	dead	1984-08-06	F
2650	1966-05-23	dead	1974-07-05	M
2652	1953-01-09	dead	1960-03-12	M
2653	1979-09-10	dead	2013-05-22	F
2654	1954-01-22	dead	2006-06-29	M
2655	2002-07-23	dead	2004-07-09	F
2656	1973-05-24	dead	1985-07-14	M
2657	2001-08-24	dead	1999-09-07	F
2658	1977-01-22	dead	1983-03-18	M
2659	1943-08-04	dead	1961-08-04	F
2660	1975-11-23	dead	1999-11-13	M
2661	1950-02-18	dead	1986-06-06	F
2662	1987-10-04	dead	1977-11-17	M
2663	1975-04-28	dead	2011-07-01	F
2664	2003-11-09	dead	1985-07-24	M
2665	2005-02-06	dead	1985-03-22	F
2666	1967-12-19	alive	2016-12-31	M
2667	1966-07-04	dead	1997-04-04	F
2668	1960-07-29	dead	1988-11-26	M
2669	1976-10-02	alive	2016-12-31	F
2671	1948-01-19	dead	1980-12-13	F
2672	1943-01-22	dead	1983-09-21	M
2673	1944-11-12	dead	1995-03-11	F
2674	1958-12-20	dead	2014-05-19	M
2675	1963-02-19	alive	2016-12-31	F
2676	1980-05-12	dead	1965-05-28	M
2677	1983-08-24	dead	1968-11-04	F
2678	1969-11-09	dead	2008-12-16	M
2679	1970-04-13	alive	2016-12-31	F
2680	2006-11-10	alive	2016-12-31	M
2681	1980-01-06	dead	1960-03-26	F
2682	1976-08-24	alive	2016-12-31	M
2683	1993-06-06	dead	2003-10-27	F
2685	1964-07-11	alive	2016-12-31	F
2686	1943-06-08	alive	2016-12-31	M
2687	2003-11-11	dead	1960-04-12	F
2688	1942-07-04	dead	1998-08-31	M
2689	1949-07-13	dead	2013-12-01	F
2690	1943-09-15	dead	1996-02-11	M
2691	1968-08-22	dead	1999-05-12	F
2692	2009-07-21	dead	2002-05-07	M
2693	1980-12-04	dead	1965-11-26	F
2694	1989-10-02	dead	1997-06-20	M
2695	1976-04-21	alive	2016-12-31	F
2696	1964-05-02	dead	1963-09-07	M
2697	2005-05-04	dead	2005-05-11	F
2698	1989-12-16	dead	1976-08-10	M
2699	1972-07-01	alive	2016-12-31	F
2700	2002-10-27	dead	1964-12-19	M
2701	1995-09-02	dead	2016-05-03	F
2702	2005-03-14	dead	1964-10-26	M
2703	1998-06-14	dead	1993-01-30	F
2704	1942-06-03	dead	1963-08-28	M
2705	1965-11-06	dead	2015-05-17	F
2706	1961-02-09	alive	2016-12-31	M
2707	2004-09-18	dead	1970-04-28	F
2708	1979-08-11	alive	2016-12-31	M
2709	1996-12-05	alive	2016-12-31	F
2710	1983-10-23	alive	2016-12-31	M
2711	1962-07-18	dead	2000-06-04	F
2712	1951-12-05	dead	1991-12-08	M
2713	1968-12-01	alive	2016-12-31	F
2714	1992-02-19	dead	1967-12-05	M
2716	1997-11-01	dead	1997-10-31	M
2717	1995-06-17	dead	1989-01-26	F
2718	1949-11-04	alive	2016-12-31	M
2719	1974-07-31	dead	1971-01-06	F
2720	1970-01-19	dead	1981-05-04	M
2721	2006-12-09	dead	2002-10-06	F
2722	1964-10-03	dead	1990-04-26	M
2723	1984-11-19	alive	2016-12-31	F
2724	1976-10-21	dead	2013-08-04	M
2725	1956-07-21	dead	1993-10-03	F
2726	1995-07-13	dead	2011-06-20	M
2727	2003-05-11	alive	2016-12-31	F
2728	1960-01-13	alive	2016-12-31	M
2729	1942-08-11	dead	1986-06-26	F
2730	1946-01-31	dead	1976-11-13	M
2731	1986-01-01	dead	1976-06-20	F
2732	1995-10-22	alive	2016-12-31	M
2733	1961-03-19	dead	1967-02-26	F
2734	1968-09-07	dead	2002-02-15	M
2735	1993-05-12	dead	2011-07-04	F
2736	1986-10-02	dead	1997-07-22	M
2737	1945-09-28	dead	1998-10-24	F
2738	2005-11-22	dead	1999-10-10	M
2740	1943-05-19	alive	2016-12-31	M
2741	1997-09-27	dead	1978-12-30	F
2742	2009-04-03	dead	1976-02-05	M
2743	1986-08-10	alive	2016-12-31	F
2744	1986-12-22	dead	1992-03-05	M
2745	2009-06-16	dead	1976-09-28	F
2746	1964-08-07	alive	2016-12-31	M
2747	1947-07-16	dead	1974-08-17	F
2748	1951-04-03	dead	2004-12-30	M
2749	1999-03-20	dead	1994-06-02	F
2750	1998-03-29	dead	1961-12-06	M
2751	1942-03-08	alive	2016-12-31	F
2752	2006-05-10	dead	1966-11-14	M
2753	2007-07-28	dead	1985-12-21	F
2754	2008-07-25	dead	1998-03-21	M
2756	2001-01-25	dead	1984-06-05	M
2757	1955-01-26	alive	2016-12-31	F
2758	1942-10-04	alive	2016-12-31	M
2759	1995-10-31	dead	1990-12-12	F
2760	1976-07-02	dead	1960-10-31	M
2761	1968-10-13	dead	1960-03-16	F
2762	1948-03-01	dead	1998-09-02	M
2763	1962-05-24	dead	1996-02-20	F
2764	1958-07-09	dead	1998-02-28	M
2765	1954-11-20	alive	2016-12-31	F
2766	1998-04-28	dead	1960-09-29	M
2767	1952-03-06	dead	2011-10-24	F
2768	1969-03-26	dead	1971-07-14	M
2769	1961-05-19	dead	2011-04-18	F
2770	1988-11-26	dead	1965-01-30	M
2771	1943-10-22	alive	2016-12-31	F
2773	1993-08-05	dead	1960-02-14	F
2774	1973-12-29	dead	1968-11-24	M
2775	1993-08-29	dead	1995-06-22	F
2776	1946-09-09	alive	2016-12-31	M
2777	2001-03-15	dead	2003-01-05	F
2778	1945-01-25	dead	2007-04-29	M
2779	2009-01-18	dead	2007-02-23	F
2780	1991-10-05	dead	2013-12-10	M
2781	1962-12-17	dead	2011-06-29	F
2782	1959-06-11	dead	2005-08-10	M
2783	1965-03-27	dead	1991-07-14	F
2784	1950-06-05	dead	1997-03-19	M
2785	1996-10-22	dead	1974-10-08	F
2786	1996-03-24	dead	2013-05-16	M
2787	1998-12-24	dead	1970-02-17	F
2788	1969-02-17	alive	2016-12-31	M
2789	1976-09-07	alive	2016-12-31	F
2790	1967-04-02	dead	2000-09-16	M
2793	1950-03-09	dead	2005-02-28	F
2794	1940-10-24	dead	2015-10-15	M
2795	1954-06-10	alive	2016-12-31	F
2796	1989-11-29	dead	1995-06-06	M
2797	1944-12-06	dead	1994-04-24	F
2798	1948-11-10	dead	1984-05-29	M
